,Date Added,category,sellerlink,sellerlink-url,sellerstorefront-url,sellerproductcount,sellerdetails,seller business name,businessaddress,Count of seller brands,Max % of negative seller ratings - last 30 days,Max % of negative seller ratings - last 90 days,Max % of negative seller ratings - last 12 months,Hero Product 1 #ratings,Hero Product 2 #ratings,Sample brand name,Sample Brand URL,Positive Percentage,Ratings,emails,phoneno,links,Positive % last 12 months,Number of ratings
50,2020-11-15,Garden,Seller 921,Seller 921-link,Seller 921-storefrontlink,1-16 of 91 results,"Impressum:  Angaben gemäß § 5 TMG:  Verantwortliche:  Benjamin Burgess Michael Zschocke    VOXTRADE GmbH  An den Angerwiesen 16 04651 Bad Lausick  USt.IDNr. : DE297548950  Handelsregister: AG Leipzig   HRB 31021   Kontakt:  amazon@voxtrade.de    
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr...",Business Name:VOXTRADE GmbH,An den Angerwiesen16Bad Lausick04651DE,3,0,3,3,208,160,VOXTRADE,https://www.amazon.de/-/en/VOXTRADE/b/ref=bl_dp_s_web_18519864031?ie=UTF8&node=18519864031&field-lbr_brands_browse-bin=VOXTRADE,97,121,['amazon@voxtrade.de'],['2975489'],"['USt.IDNr.', 'voxtrade.de', 'https://ec.europa.eu/consumers/odr/', 'https://webgate.ec.europa.eu/odr...']",97,121
51,2020-11-15,Garden,Seller 171,Seller 171-link,Seller 171-storefrontlink,1-16 of 479 results,"Impressum 
 Gesetzliche Anbieterkennung: 
 Peter Kaientz
 Kontur-Pur Onlineversand
 Neuer Weg 35 A
 63571 Gelnhausen
 Deutschland
 Telefon: 06051-8886633
 Telefax: 06051-8886634
 E-Mail: info@kontur-pur.de
 USt-IdNr.: DE 814186617 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/consumers/odr. 
 Wir sind seit 20.01.2017 Mitglied der Initiative ""FairCommerce"".
Nähere Information...",Business Name:Peter Kaientz,Neuer Weg 35 AGelnhausen63571DE,16,0,0,0,46,43,Kött-Gärtner - Business & Motivation,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=K%C3%B6tt-G%C3%A4rtner+-+Business+%26+Motivation,100,121,['info@kontur-pur.de'],"['051-8886633', '051-8886634', '8141866']","['kontur-pur.de', 'ec.europa.eu/consumers/odr.', '20.01.2017', 'Information...']",100,121
52,2020-11-15,Garden,Seller 797,Seller 797-link,Seller 797-storefrontlink,1-16 of 127 results,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Varia Volkskunsthandelsgesellschaft mbH & Co Metallkunst KG
 Mitterstraßweg 17
 82064 Straßlach
 Deutschland
 Telefon: 081709982930
 Telefax: 081709982959
 E-Mail: info@varia-living.com
 USt-IdNr.: DE 127913424
 eingetragen im Handelsregister des Amtsgerichtes München
 Handelsregisternummer HRA 55188
 
 vertreten durch die persönlich haftende Gesellschafterin
 Varia GmbH
 diese vertreten durch den Geschäftsführer Bärbel Grünberger
 Mitterstraßweg 17, 82064 Straßlach, D...",Business Name:Varia Volkskunsthandelsgesellschaft mbH&Co Metallk,Mitterstrassweg 17StraßlachBayern82064DE,1,0,3,3,80,33,Visit the Varia Living Store,https://www.amazon.de/-/en/stores/Varia+Living/page/C395037F-91A5-4F8A-BED9-83FAA534B875?ref_=ast_bln,97,118,['info@varia-living.com'],"['0817099829', '0817099829', '1279134']","['varia-living.com', 'D...']",97,118
53,2020-11-15,Garden,Seller 1029,Seller 1029-link,Seller 1029-storefrontlink,1-16 of 112 results,whirlpool-more is committed to providing each customer with the highest standard of customer service.,Business Name:WAM Whirlpool + more GmbH,Am Heesen 7aHamburgHamburg21033DE,14,0,0,0,864,105,SpaBalancer,https://www.amazon.de/-/en/SpaBalancer/b/ref=bl_dp_s_web_19505229031?ie=UTF8&node=19505229031&field-lbr_brands_browse-bin=SpaBalancer,100,117,[],[],[],100,117
54,2020-11-15,Garden,Seller 541,Seller 541-link,Seller 541-storefrontlink,1-16 of 921 results,"Impressum TBcompany Einzelunternehmen Inhaber: Tom Brinkmann-Clasberg Brunnenstr.33 32545 Bad Oeynhausen Deutschland Telefon: 05731/4969091  Mail: TBcompany.de@gmail.com  Umsatzsteuer-Identifikationsnummer: DE306426605  Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/.Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle sind wir nicht verpflichtet und nicht bereit. 
Die Euro...",Business Name:Tom Brinkmann-Clasberg,Brunnenstr.33Bad oeynhausen32545DE,16,0,0,3,1857,1669,Windhager,https://www.amazon.de/-/en/Windhager/b/ref=bl_dp_s_web_1735223031?ie=UTF8&node=1735223031&field-lbr_brands_browse-bin=Windhager,97,117,['TBcompany.de@gmail.com'],"['4969091', '3064266']","['Brunnenstr.33', 'TBcompany.de', 'gmail.com', 'ec.europa.eu/consumers/odr/.Zur', 'Euro...']",97,117
55,2020-11-15,Garden,Seller 15,Seller 15-link,Seller 15-storefrontlink,1-16 of 919 results,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Oliver Mills
 9:PM
 An der Bundesstrasse 26
 33829 Borgholzhausen
 Deutschland
 Telefon: 015140008562
 E-Mail: webmaster@9pm-store.de
 USt-IdNr.: DE215752000
 
 Wir sind seit 01.08.2015 Mitglied der Initiative ""FairCommerce"".
 Nähere Informationen hierzu finden Sie unter .fair-commerce.de. Alternative Streitbeilegung: 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem L...",Business Name:Oliver Mills,Kaiserstr.12Borgholzhausen33829DE,15,0,0,3,1446,921,Unbekannt,https://www.amazon.de/-/en/Unbekannt/b/ref=bl_dp_s_web_19533614031?ie=UTF8&node=19533614031&field-lbr_brands_browse-bin=Unbekannt,97,116,['webmaster@9pm-store.de'],"['0151400085', '2157520']","['9pm-store.de', '01.08.2015', '.fair-commerce.de.', 'https://ec.europa.eu/consumers/odr/', 'L...']",97,116
56,2020-11-15,Garden,Seller 901,Seller 901-link,Seller 901-storefrontlink,1-16 of 42 results,"SaFa GmbH

Neumann-Reichardt-Str. 27-33, Haus 16

22041 Hamburg

Festnertz: +49 (0)40 18045397

Mobil: +0177 2933448

E-Mail: safa@online.de

Geschäftsführung: Friedrich Pak

Amtsgericht Hamburg, HRB 145961

Steuernummer: 30 291 03538

USt-IDNr.: DE281166958",Business Name:SaFa GmbH,Neumann-Reichardt-Str. 27-33Haus 16Hamburg22041DE,16,0,0,2,110,105,Unbekannt,https://www.amazon.de/-/en/Unbekannt/b/ref=bl_dp_s_web_19533614031?ie=UTF8&node=19533614031&field-lbr_brands_browse-bin=Unbekannt,96,113,['safa@online.de'],"['1804539', '177 2933448', '291 0353', '2811669']",['online.de'],96,113
57,2020-11-15,Garden,Seller 1530,Seller 1530-link,Seller 1530-storefrontlink,1-16 of 46 results,"Andreas Burkart

Siemensstr. 1/1

76689 Karlsdorf-Neuthard



Tel: 07251/3226751

Fax: 07251/3226753

email: service@zederle.de
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:Andreas Burkart,Siemensstr.1/1Karlsdorf-Neuthard76689DE,5,0,0,3,1915,1168,Rain Bird,https://www.amazon.de/-/en/Rain-Bird/b/ref=bl_dp_s_web_8369035031?ie=UTF8&node=8369035031&field-lbr_brands_browse-bin=Rain+Bird,94,113,['service@zederle.de'],"['3226751', '3226753']","['zederle.de', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']",94,113
58,2020-11-15,Garden,Seller 1048,Seller 1048-link,Seller 1048-storefrontlink,"1-16 of over 1,000 results","Impressum
Wohnraum Inhaber: Klaus Marchevka Bergerstr. 35
 60316 Frankfurt am Main
 Deutschland
 
 Telefon: 49 (0) 69 15625967
 
 E-Mail: shop@wohnraum-berger.de Umsatzsteuer-Identifikationsnummer: DE 815519902 Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden /https://ec.europa.eu/consumers/odr/.
 Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle sind wir nicht verpflichtet und nicht bereit.
   Allgemeine G...",Business Name:Wohnraum - Schenken und Einrichten,Berger Straße35Frankfurt60316DE,13,0,0,1,7432,5636,Visit the Umbra Store,https://www.amazon.de/-/en/stores/Umbra/page/43991FD4-1C3C-4688-A9A5-2626B1F05564?ref_=ast_bln,98,107,['shop@wohnraum-berger.de'],"['1562596', '8155199']","['wohnraum-berger.de', 'https://ec.europa.eu/consumers/odr/.', 'G...']",98,107
59,2020-11-15,Garden,Seller 831,Seller 831-link,Seller 831-storefrontlink,"1-16 of over 1,000 results","Impressum
 
 Gesetzliche Anbieterkennung:
 
 Emel Demir
 Demir Versandhandel
 Limesstrasse 10
 74080 Heilbronn
 Deutschland
 Telefon: 071312798611
 Telefax: 07131 2798610
 E-Mail: info@fairmarkt24.de
 USt-IdNr.: DE813982165
 
 
 
 
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter htt://ec.europa.eu/odr.
 
 Wir sind seit 05.12.2015 Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hierzu...",Business Name:Demir Versandhandel,Limesstr. 10Heilbronn74080DE,16,0,0,3,10255,6818,Visit the Wolf Garten Store,https://www.amazon.de/-/en/stores/WOLF-Garten/page/A984B443-D1F4-45EE-817A-44467B9966AF?ref_=ast_bln,97,105,['info@fairmarkt24.de'],"['0713127986', '131 2798610', '8139821']","['fairmarkt24.de', '//ec.europa.eu/odr.', '05.12.2015', 'hierzu...']",97,105
60,2020-11-15,Garden,Seller 276,Seller 276-link,Seller 276-storefrontlink,1-16 of 935 results,"Alle unsere Preise beinhalten die gesetzliche Mehrwertsteuer.Impressum:Fleckenstein GbR
Bernd Uwe Fleckenstein, Sandra Brigitte Fleckenstein GbR
Waldstr. 5
 D-63150 Heusenstamm Rembrücken 
 
 Tel.: 06106-6394996
 Mobil: 0174-2559018
Plattform der EU-Kommission zur außergerichtlichen Online-Streitbeilegung:  //ec.europa.eu/odr Unsere E-Mailadresse lautet: 
info@indianerschmuck.biz
Inhaber: Sandra Fleckenstein 

Gewerbeanmeldung: Register Nr. 2011-272
 Umsatzsteuer-Identifikationsnummer 
gemäß §27A Umsatzsteu...","Business Name:Bernd Uwe Fleckenstein,Sandra Brigitte Fleckenstein GBR",Waldstr. 5HeusenstammHessen63150DE,16,0,0,0,18,16,A.G.S.,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=A.G.S.,99,95,['info@indianerschmuck.biz'],"['106-6394996', '174-2559018']","['Mehrwertsteuer.Impressum', '//ec.europa.eu/odr', 'indianerschmuck.biz', 'Umsatzsteu...']",99,95
61,2020-11-15,Garden,Seller 99,Seller 99-link,Seller 99-storefrontlink,1-16 of 40 results,"Impressum:
KERRI Keramik    
Ute Richter    
Pilgramer Straße 40
D 12623 Berlin
Deutschland    
Telefon: 0049 - (0)30 - 54 70 15 05
E-Mail: kerri-keramik@web.de
Umsatzsteuer-Identifikationsnummer: DE 136885061
Steuernummer: 33 492 64 141

Hinweis:Zur außergerichtlichen Beilegung von verbraucherrechtlichen 
Streitigkeiten hat die Europäische Union eine Online-Plattform 
(“OS-Plattform”) initiiert:
///https://ec.europa.eu/consumers/odr/",Business Name:Kerri-Keramik  Ute Richter,Pilgramer Straße40Berlin12623DE,2,0,0,2,268,94,Kerri-Keramik,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Kerri-Keramik,96,89,['kerri-keramik@web.de'],['1368850'],"['web.de', 'https://ec.europa.eu/consumers/odr/']",96,89
62,2020-11-15,Garden,Seller 59,Seller 59-link,Seller 59-storefrontlink,1-16 of 510 results,Kaminlicht is committed to providing each customer with the highest standard of customer service.,Business Name:Kaminlicht GmbH,James-Franck-Str.23Berlin12489DE,15,0,0,3,164,106,Kaminlicht,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Kaminlicht,95,88,[],[],[],95,88
