,seller_details,seller_names,emails,phoneno,links
445,"Wir sind ein kleines spezialisiertes Unternehmen, und wir bieten außergewöhnlichen Service für alle unsere Kunden.
Rückgaberecht ist die gleiche wie Amazon.de.",Business Name:North Witch Trading Company Limited,[],[],['Amazon.de.']
446,"The Quilted Bear LtdGadi Davidowitz
1 Brighton Cottage
Walton Down
Walton in Gordano
North SomersetBS21 7ARUnited Kingdom 
Contact;info@quiltedbear.co.uk0044 1275 3415300044 1275 349506
Quilted Bear Ltd VAT No. GB5677282 96",Business Name:The Quilted Bear Ltd,['info@quiltedbear.co.uk0044'],"['044 1275', '3415300044', '275 3495', '5677282']",['quiltedbear.co.uk0044']
447,TheBigShip is committed to providing each customer with the highest standard of customer service.,Business Name:LEON GLOBAL LIMITED,[],[],[]
448,THEMUSEUMOUTLET is committed to providing each customer with the highest standard of customer service.,Business Name:The Museum Outlet,[],[],[]
449,THESHOPONLINE is committed to providing each customer with the highest standard of customer service.,Business Name:Juan Rafael Martinez Espinosa,[],[],[]
450,"Impressum nach dem § 5 TMG. Verantwortlich i.S.d. § 55 RStV:
 
 THG Technische Handelsgesellschaft mbH
 Weserstr. 70A
 26919 Brake
 Tel: 04401 / 85 66 0
 Fax: 04401 / 85 66 66
 
 Mail: info[at]thg-brake.de
 
 Geschäftsführer: Udo Klein & Jens Klein
 
 UST-IDNr.: DE117406092
 
 Handelsregister HRB 100084 Oldenburg
 
 Erfüllungsort und Gerichtsstand 26919 Brake
 
 Rechtshinweis / Disclaimer
 
 1. Inhalt des Onlineangebotes
Der Autor übernimmt keinerlei Gewähr für die Aktualität, Korrektheit, Vollständigkeit oder Qual...",Business Name:THG Technische Handelsgesellschaft,[],['1174060'],"['i.S.d.', 'thg-brake.de', 'Qual...']"
451,Thils Brocanterie is committed to providing each customer with the highest standard of customer service.,Business Name:Thils,[],[],[]
452,Thomas655 is committed to providing each customer with the highest standard of customer service.,Business Name:DGH DREAMS LTD,[],[],[]
453,Tianhaik is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshi Tianhai Zongzhi Keji Youxian Gongsi,[],[],[]
454,tiantian moom is committed to providing each customer with the highest standard of customer service.,Business Name:taiyuanshixinghualingqumiaotianfuzhuangdian,[],[],[]
455,TianTian SHOP is committed to providing each customer with the highest standard of customer service.,Business Name:baodingbaigouxinchengqingtianriyongpinxiaoshoubu,[],[],[]
456,TianZhiHan is committed to providing each customer with the highest standard of customer service.,Business Name:SuYuQuTianZhiHanYiSiJiuShangWuZhongXin,[],[],[]
457,"Impressum
 Gesetzliche Anbieterkennung:
 Steffen Buhl
 TIBU-Shop
 Schulstraße 2
 15938 Drahnsdorf
 Deutschland
 Telefon: 035453677172
 Telefax: 035453677174
 E-Mail: info@tibu-holztreppen.de
 USt-IdNr.: DE 199982923
 TIBU-Holztreppen nimmt an dieser Streitbeilegung teil. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.e...",Business Name:TIBU-Holztreppenbau,['info@tibu-holztreppen.de'],"['0354536771', '0354536771', '1999829']","['tibu-holztreppen.de', 'https://ec.europa.eu/consumers/odr/', 'https://webgate.e...']"
458,"WDT Vision Trading GmbH & Co. KG
 eingetragen im Handelsregister des Amtsgerichts ​Amtsgericht Hannover zu HRA 205171
 
 Persönlich haftende Gesellschafterin:
 Tierarzt24 GmbH
 eingetragen im Handelsregister des Amtsgericht Hannover zu HRB 220297  Geschäftsführer: 
 Dr. Thomas Nonnewitz
 Frederik Röming
 
 Kontaktmöglichkeiten: 
 Telefon-Nr.: +49 (0)5131- 50683 0
 Telefax-Nr.: +49 (0)5131- 50683 30
 E-Mail kontakt@tierarzt24.de  Postanschrift: 
 Fockestrasse 2
 30827 Garbsen
 Germany Bankverbindung: 
Konto-Inh...",Business Name:WDT Vision Trading GmbH & Co. KG,['kontakt@tierarzt24.de'],[],"['tierarzt24.de', 'Konto-Inh...']"
459,"Neben Weidezäunen für alle Bedarfsfälle umfasst unsere Produktpalette eine Vielzahl von Artikeln für die Bereiche Pferdesport, Tierzucht, Jagd, Stallbedarf,  Hundetraining und Weidetechnik.
 Als Anbieter von Produkten rund um die Hütetechnik und Tierhaltung verstehen wir uns als starker Partner für Tierhalter und Tierliebhaber. Unsere Produkte vertreiben wir überwiegend über unseren eigenen Onlineshop unter
 Tierzucht24.de Die Zufriedenheit unserer Kunden und das Wohl der Tiere sind unsere täglich...",Business Name:Meyer digital UG (haftungsbeschränkt),[],[],"['Tierzucht24.de', 'täglich...']"
460,Tiger_Moon is committed to providing each customer with the highest standard of customer service.,Business Name:The Tiger Moon Trading Company Limited,[],[],[]
461,Frank KoschinskiEfeuweg 888487 Mietingene-Mail : tiko-design@web.deTel. 0151-41431395,Business Name:Tiko-Metalldesign,['tiko-design@web.deTel'],['151-4143139'],['web.deTel.']
462,"timbertools
 Gabriela  Weiss, geb. Schneider
 Haimendorfer Straße 54
 90571 Schwaig bei Nürnberg
 Deutschland
 
 Telefon: 0911-66931435    
 E-Mail: info@timbertools.de Inhaber:
 Gabriela Weiss geb. Schneider Umsatzsteuer-Identifikationsnummer: 
 DE322933945                 
 Verantwortlich gemäß § 55 RStV:
 Gabriela Weiss, geb. Schneider
 Haimendorfer Straße 54
 90571 Schwaig bei Nürnberg 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu...",Business Name:timbertools Gabriela Weiss,['info@timbertools.de'],"['911-6693143', '3229339']","['timbertools.de', 'https://ec.europa.eu...']"
463,tingting dian is committed to providing each customer with the highest standard of customer service.,Business Name:lv liang shi li shi qu ting ting deng ju dian,[],[],[]
464,Tinime is committed to providing each customer with the highest standard of customer service.,Business Name:Guang Zhou Ying Jie Wang Luo Ke Ji You Xian Gongsi,[],[],[]
465,"Gesetzliche Anbieterkennung:  
   TK Gruppe GmbH
 diese vertreten durch den Geschäftsführer Timo Klingler 

   Hauptstraße 129
 69207 Sandhausen
 Deutschland
 Telefon: 06224 9233590
 E-Mail: info@tk-gruppe.com
 eingetragen im Handelsregister des Amtsgerichtes Mannheim Handelsregisternummer HRB 726964
   
Steuernr.: 32 499 / 03 740 
UST-ID-Nr. DE 310 220 041
   ______________
   Warenanlieferungen & Retouren: 

   Logistik und Fulfillment - Hauptstraße 146, 69207 Sandhausen

   ______________
   § 9 ElektroG Hersteller-ID 5814 / Gara...",Business Name:TK Gruppe GmbH,['info@tk-gruppe.com'],['224 9233590'],"['tk-gruppe.com', 'Gara...']"
466,"Impressum Gesetzliche Anbieterkennung: Tim Forster TMF-RACING  Gartenstrasse 1-3 56357 Buch Deutschland Telefon: 06772 9669046 Telefax: 067729669047 E-Mail: amazon@tmf-racing.com USt-IdNr.: DE254551873 Wir sind seit 20.08.2015 Mitglied der Initiative ""FairCommerce"". Nähere Informationen hierzu finden Sie unter www.fair-commerce.de. 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie di...",Business Name:Tim Jochen Forster,['amazon@tmf-racing.com'],"['772 9669046', '0677296690', '2545518']","['tmf-racing.com', '20.08.2015', 'www.fair-commerce.de.', 'https://ec.europa.eu/consumers/odr/', 'di...']"
467,TODOJARDIN is committed to providing each customer with the highest standard of customer service.,Business Name:TODOCAMPO DEL SUR SLU,[],[],[]
468,tomation is committed to providing each customer with the highest standard of customer service.,Business Name:taizhou tianxinwenhua fazhanyouxiangongsi,[],[],[]
469,"ImpressumFrau Jeanette Reiners, 
handelnd unter der geschäftlichen Bezeichnung:
Aquaristik und Teichfachhandel
Jeanette Reiners
Rödgener Str. 4
41844 Wegberg
Deutschland

Telefon: 02436 339091
Telefax: 02436 339092
E-Mail: sales@tomodachi-koifood.com
Umsatzsteuer Identnummer: DE 160830797Link auf die Plattform der EU-Kommission zur Online-Streitbeilegung: 
 /ec.europa.eu/consumers/odrZur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle bin ich nicht verpflichtet und grund...",Business Name:Jeanette Reiners,['sales@tomodachi-koifood.com'],"['436 3390', '436 3390', '1608307']","['tomodachi-koifood.com', '/ec.europa.eu/consumers/odrZur', 'grund...']"
470,"Impressum ToolNerds UG (haftungsbeschränkt) Dr.-Wilhelm-Roelen-Str. 320
 47179 Duisburg
 Deutschland
 
 Telefon: 0203\4408912
 
 Fax: 0203-9755966
 
 E-Mail: info@toolnerds.de Geschäftsführer: Andreas Sauer Handelsregister: Amtsgericht Duisburg, HRB 28964 Umsatzsteuer-Identifikationsnummer: DE 307897796 Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/.
Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbr...",Business Name:ToolNerds UG haftungsbeschränkt,['info@toolnerds.de'],"['4408912', '203-9755966', '3078977']","['Dr.-Wilhelm-Roelen-Str.', 'toolnerds.de', 'ec.europa.eu/consumers/odr/.', 'Verbr...']"
471,"Gesetzliche Anbieterkennung: Tools.de TP Profishop GmbH
 (diese vertreten durch den Geschäftsführer Helder Gustavo Ferreira Macedo)
 Edels-Weiden 4
 48465 Schüttorf
 Deutschland 
 Telefon: +49 5923 / 99 59 356
 Mobil: +49 152 / 33667748
 E-Mail: info@tools.de Handelsregisternummer: HRB 213705 eingetragen im Handelsregister des Amtsgerichtes Osnabrück)
 Umsatzsteuer-Identifikationsnummer: DE 324698408 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: http...",Business Name:Tools.de TP Profishop GmbH,['info@tools.de'],"['3366774', '3246984']","['Tools.de', 'tools.de', 'http...']"
472,"Verbraucherpflichtinformationen und Informationen im elektronischen Geschäftsverkehr 1. VertragsspracheDie Vertragssprache ist deutsch. Der Vertragstext sowie diese Pflichtinformationen werden nur in deutscher Sprache angeboten. 2. Vertragsschluss und technische Schritte, die zum Vertragsschluss führen:a)   Die Produktdarstellungen des Verkäufers auf der Webseite von Amazon sind keine verbindlichen Angebote des Verkäufers, sondern stellen lediglich eine Aufforderung des Verkäufers an den Käufer...",Business Name:United Tooltraders Limited,[],[],['Käufer...']
473,"Werkzeug Schultze GmbH 
 Steffen Schultze
 Am Stremsgraben 16
 39218 Schönebeck
 Deutschland
 
 Fax: 03928701133
 E-Mail: amazon@werkzeug-schultze.de  
 Sitz der Gesellschaft: 39218 Schönebeck | HRB 102063 Amtsgericht Stendal
 Umsatzsteuer-Identifikationsnummer: DE 139491316
 Die Mehrwertsteuer wird auf meinen Rechnungen separat ausgewiesen.   Allgemeine Geschäftsbedingungen 1. Geltungsbereich  Für alle Bestellungen über unseren Online-Shop durch Verbraucher und Unternehmer gelten die nachfolgenden AGB. V...",Business Name:Werkzeug Schultze GmbH,['amazon@werkzeug-schultze.de'],"['0392870113', '1394913']","['werkzeug-schultze.de', 'V...']"
474,TOPEREUR（7 ~ 20 Tage Lieferung) is committed to providing each customer with the highest standard of customer service.,Business Name:ShenzhenshiZhenghaojiuxinDianziyouxiangongsi,[],[],[]
475,Topfele is committed to providing each customer with the highest standard of customer service.,Business Name:shen zhen ya zhou fei yang ke ji you xian gong si,[],[],[]
476,"Engineering & Consulting Int. Limited & Co. KG
 Schillerstrasse 22
 23858 Reinfeld
 Deutschland
 
 Tel.: 04533-2083555
 Fax: 04533-2083556
 E-Mail: kontakt@koicenter24.com
 
 Registergericht: Amtsgericht Lübeck
 Registernummer: HRA 6094
 
 Geschäftsführer: Reinhard Ochojski
 
 Persönlich haftende Gesellschafterin:
 
 Engineering & Consulting Int. Ltd., Birmingham, GB
 
 Phone: 04533-2083555
 Fax:
 E-Mail: kontakt@koicenter24.com
 
 Plattform der EU-Kommission zur Online-Streitbeilegung: //ec.europa.eu/consumers/odr
 
...",Business Name:Engineerinh & Consulting Int.Ltd & Co KG,"['kontakt@koicenter24.com', 'kontakt@koicenter24.com']","['533-2083555', '533-2083556', '533-2083555']","['koicenter24.com', 'koicenter24.com', '//ec.europa.eu/consumers/odr', '...']"
477,Tophung is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhen Tonghuan Technology Co Ltd,[],[],[]
478,"Herzlich willkommen bei TopJiä. Wir verkaufen hauptsächlich Haushaltsgegenstände und Leuchten.  





Wenn Sie wundervolle Leuchten wünschen, finden Sie hier eine zufriedenstellende Antwort. Bitte wählen Sie [TopDeng].Es ist unser Service-Konzept Kunden mit angemessenem Preis, qualitativ hochwertiges Produkt und komfortablen Service zu bieten. Wenn Sie Fragen zum Kauf haben, wenden Sie sich bitte an uns. Wir werden Ihnen innerhalb von 24 Stunden antworten und Ihnen gerne weiterhelfen.",Business Name:ShenZhenShiBaoAnQuTaiZhiZeBaiHuoHang,[],[],[]
479,"Impressum  
 Top Multishop GmbH
 Schänzle 13
 71332 Waiblingen
 
 E-Mail: info@top-multishop.de
 Tel.: +49 (0) 7151/903 938-0
 
 Eingetragen im Handelsregister Amtsgericht Stuttgart unter HRB 744701
 Sitz der Gesellschaft: Waiblingen
 Geschäftsführer: Christine Kugelmann
 Ust-IdNr.: DE289160987
 
 
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, die unter ec.europa.eu/consumers/odr aufrufbar ist.
 
Verbraucherschlichtung: An einem Streit...",Business Name:Top Multishop GmbH,['info@top-multishop.de'],['2891609'],"['top-multishop.de', 'ec.europa.eu/consumers/odr', 'Streit...']"
480,"Impressum
Gesetzliche Anbieterkennung: 
Christina Rademacher Am Hilgenholt 9 26605 Aurich Deutschland Telefon: 04941-991274
E-Mail: toppreisartikel@web.de
USt-IdNr.: DE252567339 
Allgemeine Geschäftsbedingungen und Kundeninformationen

I. Allgemeine Geschäftsbedingungen

§ 1 Grundlegende Bestimmungen

(1)  Die nachstehenden Geschäftsbedingungen gelten für alle Verträge, die Sie mit uns als Anbieter (Christina Rademacher) über die Internetplattform Amazon schließen. Soweit nicht anders vereinbart, wird der...",Business Name:Christina Rademacher,['toppreisartikel@web.de'],"['941-9912', '2525673']","['web.de', 'der...']"
481,"Mercantum Deutschland GmbH
 Sofienstr. 2
 76646 Bruchsal
 Deutschland Tel.: 07257 6479110
 E-Mail: info@mercantum-gmbh.de Registergericht: Registergericht Mannheim
 Registernummer: HRB-Nr. 707133 Geschäftsführer: Manuel Lindenfelser, Michael Morlock Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE 265709553 Den anklickbaren Link zur Plattform der EU-Kommission zur Online-Streitbeilegung erreichen Sie, indem Sie auf den nachfolgenden Punkt „Mehr lesen“ klicken. Wir sind zur Teiln...",Business Name:MERCANTUM DEUTSCHLAND GMBH,['info@mercantum-gmbh.de'],"['257 6479110', '2657095']","['mercantum-gmbh.de', 'Teiln...']"
482,"Tortendeko-Shop Online Shop | Back- und Motivtortenzubehör & alles für Hobbybäcker.. Bei uns finden Sie alles rund um das Thema  Motivtorten - Rollfondant, Lebensmittelfarben, Blütenpaste, Ausstecher, Veiner . . .  Hast du Fragen? -> E-Mail: info@tortendeko-shop.de 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webg...",Business Name:Tortendeko-Shop Karen Gevorgyan,['info@tortendeko-shop.de'],[],"['Hobbybäcker..', 'tortendeko-shop.de', 'https://ec.europa.eu/consumers/odr/', 'https://webg...']"
483,TotallyToyClearanceLtd is committed to providing each customer with the highest standard of customer service.,Business Name:Totally Toy Clearance Limited,[],[],[]
484,Totexa is committed to providing each customer with the highest standard of customer service.,Business Name:YARRAGOLLA CHANDRA SEKHAR,[],[],[]
485,ToToMark is committed to providing each customer with the highest standard of customer service.,Business Name:Chang Ning Shi Xing Cheng WangLuoKeJiYouXianGongSi,[],[],[]
486,"Mario Klunker
TOYMATIC
Peter-Henlein-Str. 20
85540 HaarKontakt:
 
  
   Telefon:
   0176-97563029
  
  
   E-Mail:
   mario.klunker@gmx.de
  
 
Umsatzsteuer-ID:Umsatzsteuer-Identifikationsnummer gemäß §27 a Umsatzsteuergesetz:
DE254371323
Plattform der EU-Kommission zur Online-Streitbeilegung: /ec.europa.eu/consumers/odr 

""Den anklickbaren Link zur Plattform der EU-Kommission zur Online-Streitbeilegung erreichen Sie, indem Sie auf den nachfolgenden Punkt „Mehr lesen“ klicken.""
 
Wir sind zur Teilnahme an einem Streitbeilegungsverfahre...",Business Name:TOYMATIC,['mario.klunker@gmx.de'],"['176-9756302', '2543713']","['mario.klunker', 'gmx.de', '/ec.europa.eu/consumers/odr', 'Streitbeilegungsverfahre...']"
487,Toystreet Ltd is committed to providing each customer with the highest standard of customer service.,Business Name:Toy Street ltd,[],[],[]
488,TradeINN is committed to providing each customer with the highest standard of customer service.,Business Name:TRADEINN RETAIL SERVICES SL,[],[],[]
489,"Trades4Sale
 Inhaber: Rüdiger Sommer 
 Industrie Str. 11
 96465 Neustadt
 Deutschland 
 
 Tel.: +49 9568 / 89 93 961
 Fax: +49 9568 / 89 93 963
Email: info@trades4sale.de
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE319701684
 
 Plattform der EU-Kommission zur Online-Streitbeilegung: //ec.europa.eu/consumers/odr
 
 Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.
 
 Mitglied der Initiative ""Fairness im H...",Business Name:Trades4Sale,['info@trades4sale.de'],['3197016'],"['trades4sale.de', '//ec.europa.eu/consumers/odr', 'H...']"
490,Treer is committed to providing each customer with the highest standard of customer service.,Business Name:HUIZHOUSHIYIKESHUMAOYIYOUXIANGONGSI,[],[],[]
491,"Impressum
 
Gesetzliche Anbieterkennung:
 
Netwark GmbH
diese vertreten durch den Geschäftsführer Thorben Walter
Oehleckerring 11
22419 Hamburg
Deutschland
Telefon: 04022853663
E-Mail: info@trekvogel.de
USt-IdNr.: DE292710910
eingetragen im Handelsregister des Amtsgerichtes Hamburg
Handelsregisternummer HRB 130126
Steuerhinweis: Alle Preise sind Bruttopreise inklusive der gesetzlichen Mehrwertsteuer.Wir sind seit 14.03.2018 Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hierzu finden Sie unter ww...",Business Name:Netwark GmbH,['info@trekvogel.de'],"['0402285366', '2927109']","['trekvogel.de', 'Mehrwertsteuer.Wir', '14.03.2018', 'ww...']"
492,"trendmile GmbH

Amtsgericht Darmstadt HR B 85762

Geschäftsführer: Sven Geppert & Michael Sattler

Bauhofstr. 24

68623 Lampertheim

Telefon: 06206 – 951326 - 0

Telefax: 06206 – 951326 - 1

E-Mail: support@trendmile.com









    












    


Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:trendmile GmbH,['support@trendmile.com'],[],"['trendmile.com', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']"
493,"Impressum Gesetzliche Anbieterkennung: Michael Lohr und Stefan Zagler GbR
 vertreten durch die Gesellschafter: Michael Lohr, Stefan Zagler
 Adolf-Bauer-Str. 2
 84543 Winhöring
 Deutschland
 Telefon: 08671 3361 E-Mail: kundendienst@trendmoebel24.de
 USt-IdNr.: DE251275671 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit Wir sind seit 27.07.2015 Mitglied der Initiative ""FairCommerce"".
Nähere Informationen...",Business Name:MS-Wohnstudio GbR,['kundendienst@trendmoebel24.de'],"['671 3361', '2512756']","['trendmoebel24.de', '27.07.2015', 'Informationen...']"
494,"Impressum
 
Gesetzliche Anbieterkennung:
 
 Trendy-Home GmbH
 diese vertreten durch den Geschäftsführer Werner Lange
 Hardstr. 3a
 59872 Meschede
 Deutschland
 Telefon: +49  02932 8968355
 E-Mail: info@trendy-home.de
 USt-IdNr.: DE 295845087
 eingetragen im Handelsregister des Amtsgerichtes Arnsberg
 Handelsregisternummer HRB 10856
  
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter //ec.europa.eu/odr.
 
 Wir sind seit 21.09...",Business Name:Trendy-Home GmbH,['info@trendy-home.de'],"['932 8968355', '2958450']","['trendy-home.de', '//ec.europa.eu/odr.', '21.09...']"
495,Trimming Shop London,Business Name:Trimming Shop Group Limited,[],[],[]
496,"Tritschler gehört zu den größten und wichtigsten Handelsunternehmen seiner Branche in Deutschland. Das Stammhaus am Stuttgarter Marktplatz, Tritschler LifeStyle in der Königstraße, Tritschler Esslingen und die Gastronomiebedarfs-Tochter beschäftigen insgesamt fast 100 Mitarbeiter, die jeden Tag danach streben, unsere Kunden ein wenig glücklicher zu machen.

Hotline zu Ihren Fragen rund um Ihre Bestellung oder unseren Produkten
0711 - 222 49 32 44
Montag - Freitag von 9:30 - 14 Uhr und 15:00 - 17:30...",Business Name:Tritschler GmbH & Cie. KG,[],[],['30...']
497,"TROTEC GmbH
 Grebbener Straße 7
 52525 Heinsberg Telefon: 02452-962-450
 Fax: 02452-962-92-450
 E-Mail: info@trotec24.com USt.-IdNr.: DE 280690324 TROTEC® GmbH, HRB 13453 Registergericht: Amtsgericht Aachen, diese vertreten durch die Geschäftsführer: Detlef von der Lieck, Alexandra Goertz, Joachim Ludwig Informationen zur Online-Streitbeilegung:
 
Die EU-Kommission hat eine Internetplattform zur Online-Beilegung von Streitigkeiten (sog. „OS-Plattform“) geschaffen. Die OS-Plattform dient als Anlaufste...",Business Name:Trotec GmbH,['info@trotec24.com'],['2806903'],"['trotec24.com', 'USt.-IdNr.', 'Anlaufste...']"
498,TRUSTY Friend is committed to providing each customer with the highest standard of customer service.,Business Name:xiamenrunsitejiancaiyouxiangongsi,[],[],[]
499,TSMST HARDWARE is committed to providing each customer with the highest standard of customer service.,Business Name:Shenyang Te Mai Si Ke Ji You Xian Gong Si,[],[],[]
500,TTFLY is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshibeisilandengshiyouxiangongsi,[],[],[]
501,TTKD is committed to providing each customer with the highest standard of customer service.,Business Name:xinyangshishihequguanzhetaocijingyingbu,[],[],[]
502,Tubayia is committed to providing each customer with the highest standard of customer service.,Business Name:Qichunxian Xiangjinshangmao Youxiangongsi,[],[],[]
503,TucParts is committed to providing each customer with the highest standard of customer service.,Business Name:Ningbo Tucheng Qiche Lingbujian Youxiangongsi,[],[],[]
504,Tudela Trading is committed to providing each customer with the highest standard of customer service.,Business Name:Tudela Trading S.L.,[],[],[]
505,"Grillmeier Gerald
TUGA-HolztechTechniker
Hermannsreuth 56
95671 Bärnau
DeutschlandTelefon: 09635 924558
Telefax: 09635 9249734Mobil: 0151/43255458
E-Mail: info@tuga-holztech.de",Business Name:Gerald Grillmeier,['info@tuga-holztech.de'],"['635 9245', '635 9249734', '4325545']",['tuga-holztech.de']
506,TUHAOH is committed to providing each customer with the highest standard of customer service.,Business Name:gaoyixianyougaidianzishangwudian,[],[],[]
507,Turbobm is committed to providing each customer with the highest standard of customer service.,Business Name:zhengdingxianbobeijiajudian,[],[],[]
508,TureFans is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshiyaqidakejiyouxiangongsi,[],[],[]
509,TXDIRECT is committed to providing each customer with the highest standard of customer service.,Business Name:LUO YANG SHI TUAN PENG MAO YI YOU XIAN GONG SI,[],[],[]
510,TYHengJinJianZhuMAY is committed to providing each customer with the highest standard of customer service.,Business Name:JinChengShiHengJinJianZhuAnZhuangGongChengYouXianGongSi,[],[],[]
511,TYHG is committed to providing each customer with the highest standard of customer service.,Business Name:CaoXianJinXuanShangMaoYouXianGongSi-YangHui,[],[],[]
512,UK Lawn and Leisure is committed to providing each customer with the highest standard of customer service.,Business Name:AUTOCULTURE LTD,[],[],[]
513,Unismart Stores is committed to providing each customer with the highest standard of customer service.,Business Name:UNISMART STORES LTD,[],[],[]
514,V*STAR66 is committed to providing each customer with the highest standard of customer service.,Business Name:V-STAR TRADING COMPANY LIMITED,[],[],[]
515,Vaddbank is committed to providing each customer with the highest standard of customer service.,Business Name:bei jing zheng xing jian ye ke ji you xian gong si,[],[],[]
516,Vadecompras is committed to providing each customer with the highest standard of customer service.,Business Name:S. M. Subministres Montseny S.L,[],[],[]
517,"vaesba 
Stefan Fels 
Kürzeller Hauptstrasse 13
77974 Meißenheim
Deutschland
Telefon: 07824-9649871
E-Mail: amazon@vaesba.com
USt-IdNr.: DE224292998","Business Name:GbR mit Stefan Fels , Marcel Rieger",['amazon@vaesba.com'],"['824-9649871', '2242929']",['vaesba.com']
518,Valerian Design is committed to providing each customer with the highest standard of customer service.,Business Name:Valerian Design GmbH,[],[],[]
519,Valerie Williams is committed to providing each customer with the highest standard of customer service.,Business Name:shanghaiwoxiangzhouchengjidianyouxiangongsi,[],[],[]
520,"VALIGERIA ist das Amazon Schaufenster von Valigeria.it, dem führenden Online-Shop für Koffer, Trolleys, Taschen, Modeaccessoires und Kleinlederwaren.   VALIGERIA ist offizieller Händler der bekanntesten Marken wie Samsonite, Piquadro, The Bridge, Spalding, Alviero Martini, Love Moschino, Liu Jo, Patrizia Pepe, Guess, Borbonese.   Auf unseren Seiten können Sie die neuesten Nachrichten aus der Welt der Mode Accessoires und Travel Lines entdecken.   Ihre Einkäufe werden in nur 24/48 Stunden geliefe...",Business Name:TINTIGROUP S.R.L.,[],[],"['Valigeria.it', 'geliefe...']"
521,Van Eyck  EU Store is committed to providing each customer with the highest standard of customer service.,"Business Name:XIA MEN WEI BAI JIA NETWORK TECHNOLOGY CO., LTD",[],[],[]
522,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 VANADIS GmbH
 diese vertr. d. d. Geschäftsführer Thomas Knopp
 Obergasse 7
 73568 Durlangen
 Deutschland
 Telefon: 0049 7176 451452
 E-Mail: info@menovus.de
 USt-IdNr.: DE 815472004
 eingetragen im Handelsregister des Amtsgerichtes Ulm
 Handelsregisternummer HRB 730232   
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/consumers/odr.
 
 ...",Business Name:VANADIS GmbH,['info@menovus.de'],"['049 7176', '8154720']","['menovus.de', 'ec.europa.eu/consumers/odr.', '...']"
523,"VANER UG (haftungsbeschränkt) 
 Beckerhookstr., 73
 48599 Gronau
 Deutschland 
 
 Tel.: +49 (0) 25 62 / 99 878 92
 E-Mail: amazon@vaner.de
 
 Registergericht: Amtsgericht Coesfeld 
 Registernummer: HRB 15842 
 
 Geschäftsführer: Sven van der Velde
 
 Umsatzsteuer-Identifikationsnummer gemäß § 27 a Umsatzsteuergesetz: DE301942126 
 
 Plattform der EU-Kommission zur Online-Streitbeilegung: .ec.europa.eu/consumers/odr
 
Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstel...",Business Name:VANER UG (haftungsbeschränkt),['amazon@vaner.de'],['3019421'],"['vaner.de', '.ec.europa.eu/consumers/odr', 'Verbraucherschlichtungsstel...']"
524,Vanessako is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshiyinganwangluochuanmeiyouxiangongsi,[],[],[]
